发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211030220642,关,关,关,35°C,25%,38,0分钟
20211030220644,关,关,关,35°C,25%,37,0分钟
20211030220646,关,关,关,35°C,25%,36,0分钟
20211030220650,关,关,关,35°C,25%,37,0分钟
20211030220653,关,关,关,35°C,25%,36,0分钟
20211030220656,关,关,关,35°C,25%,37,0分钟
20211030220659,关,关,关,35°C,0%,37,0分钟
20211030220701,关,关,关,35°C,0%,36,0分钟
20211030220703,关,关,关,34°C,0%,37,0分钟
20211030220705,关,关,关,34°C,0%,36,0分钟
20211030220707,关,关,关,34°C,0%,37,0分钟
20211030220709,关,关,关,34°C,0%,36,0分钟
20211030220711,关,关,关,34°C,0%,37,0分钟
20211030220717,关,关,关,34°C,0%,36,0分钟
20211030220725,关,关,关,34°C,0%,37,0分钟
20211030220741,关,关,关,34°C,0%,36,0分钟
20211030220743,关,关,关,34°C,0%,37,0分钟
20211030220747,关,关,关,34°C,0%,35,0分钟
20211030220749,关,关,关,34°C,0%,36,0分钟
20211030220753,关,关,关,33°C,0%,36,0分钟
20211030220755,关,关,关,33°C,0%,35,0分钟
20211030220803,关,关,关,33°C,0%,36,0分钟
20211030220805,关,关,关,33°C,0%,37,0分钟
20211030220811,关,关,关,33°C,0%,36,0分钟
20211030220819,关,关,关,33°C,0%,37,0分钟
20211030220829,关,关,关,32°C,0%,37,0分钟
20211030220831,关,关,关,32°C,0%,33,0分钟
20211030220856,关,关,关,32°C,0%,0,0分钟
20211030221010,关,关,关,31°C,0%,0,0分钟
20211030221012,关,关,关,31°C,0%,32,0分钟
20211030221014,关,关,关,31°C,0%,36,0分钟
20211030221016,关,关,关,31°C,0%,35,0分钟
20211030221024,关,关,关,31°C,0%,36,0分钟
20211030221026,关,关,关,31°C,0%,35,0分钟
20211030221031,关,关,关,31°C,0%,37,0分钟
20211030221039,关,关,关,31°C,0%,36,0分钟
20211030221041,关,关,关,31°C,0%,35,0分钟
20211030221047,关,关,关,31°C,0%,36,0分钟
20211030221049,关,关,关,31°C,0%,35,0分钟
20211030221105,关,关,关,31°C,0%,36,0分钟
20211030221107,关,关,关,31°C,0%,37,0分钟
20211030221109,关,关,关,31°C,0%,36,0分钟
20211030221123,关,关,关,30°C,0%,36,0分钟
20211030221125,关,关,关,30°C,0%,37,0分钟
20211030221127,关,关,关,30°C,0%,36,0分钟
20211030221129,关,关,关,30°C,0%,37,0分钟
20211030221133,关,关,关,30°C,0%,36,0分钟
20211030221135,关,关,关,30°C,0%,37,0分钟
20211030221141,关,关,关,30°C,0%,36,0分钟
20211030221143,关,关,关,30°C,0%,37,0分钟
20211030221151,关,关,关,30°C,0%,36,0分钟
20211030221153,关,关,关,30°C,0%,37,0分钟
20211030221209,关,关,关,30°C,0%,36,0分钟
20211030221213,关,关,关,29°C,0%,36,0分钟
20211030221215,关,关,关,29°C,0%,37,0分钟
20211030221224,关,关,关,29°C,0%,36,0分钟
20211030221226,关,关,关,29°C,0%,37,0分钟
20211030221230,关,关,关,29°C,0%,36,0分钟
20211030221232,关,关,关,29°C,0%,35,0分钟
20211030221236,关,关,关,29°C,0%,36,0分钟
20211030221238,关,关,关,29°C,0%,38,0分钟
20211030221246,关,关,关,29°C,0%,41,0分钟
20211030221248,关,关,关,29°C,0%,42,0分钟
20211030221253,关,关,关,29°C,0%,35,0分钟
20211030221258,关,关,关,29°C,0%,36,0分钟
20211030221302,关,关,关,29°C,0%,37,0分钟
20211030221304,关,关,关,29°C,0%,38,0分钟
20211030221308,关,关,关,29°C,0%,42,0分钟
20211030221310,关,关,关,29°C,0%,43,0分钟
20211030221322,关,关,关,29°C,0%,42,0分钟
20211030221324,关,关,关,29°C,0%,43,0分钟
20211030222509,关,关,关,29°C,0%,0,0分钟
20211030222513,关,关,关,29°C,0%,12,0分钟
20211030222515,关,关,关,29°C,0%,13,0分钟
20211030222529,关,关,关,29°C,0%,12,0分钟
20211030222537,关,关,关,29°C,0%,13,0分钟
20211030222543,关,关,关,29°C,0%,12,0分钟
20211030222545,关,关,关,29°C,0%,13,0分钟
20211030222547,关,关,关,29°C,0%,12,0分钟
20211030222553,关,关,关,29°C,0%,13,0分钟
20211030225912,关,关,关,29°C,0%,0,0分钟
20211031065339,关,关,关,29°C,0%,0,0分钟
20211031070144,关,关,关,29°C,0%,0,0分钟
20211031070146,关,关,关,29°C,0%,8,0分钟
20211031070430,关,关,关,29°C,0%,0,0分钟
20211031070431,关,关,关,29°C,0%,8,0分钟
20211031075000,关,关,关,29°C,0%,0,0分钟
20211031075009,关,关,关,29°C,0%,23,0分钟
20211031111117,关,关,关,29°C,0%,0,0分钟
20211031111230,关,关,关,29°C,0%,0,0分钟
20211031111232,关,关,关,29°C,0%,13,0分钟
20211031111236,关,关,关,29°C,0%,15,0分钟
20211031111238,关,关,关,29°C,0%,16,0分钟
20211031111240,关,关,关,29°C,0%,15,0分钟
20211031124523,关,关,关,29°C,0%,0,0分钟
20211031124537,关,关,关,29°C,0%,28,0分钟
20211031124541,关,关,关,29°C,0%,31,0分钟
20211031124547,关,关,关,29°C,0%,30,0分钟
20211031124549,关,关,关,29°C,0%,13,0分钟
20211031124606,关,关,关,29°C,0%,0,0分钟
20211031124608,关,关,关,29°C,0%,8,0分钟
20211031140003,关,关,关,29°C,0%,0,0分钟
20211031140008,关,关,关,29°C,0%,0,0分钟
20211031140013,关,关,关,29°C,0%,0,0分钟
20211031140018,关,关,关,29°C,0%,0,0分钟
20211031140023,关,关,关,29°C,0%,0,0分钟
20211031140028,关,关,关,29°C,0%,0,0分钟
20211031140033,关,关,关,29°C,0%,0,0分钟
20211031140038,关,关,关,29°C,0%,0,0分钟
20211031140043,关,关,关,29°C,0%,0,0分钟
20211031140048,关,关,关,29°C,0%,0,0分钟
20211031140053,关,关,关,29°C,0%,0,0分钟
20211031140058,关,关,关,29°C,0%,0,0分钟
20211031140103,关,关,关,29°C,0%,0,0分钟
20211031140108,关,关,关,29°C,0%,0,0分钟
20211031140113,关,关,关,29°C,0%,0,0分钟
20211031140118,关,关,关,29°C,0%,0,0分钟
20211031140123,关,关,关,29°C,0%,0,0分钟
20211031140128,关,关,关,29°C,0%,0,0分钟
20211031191437,关,关,关,29°C,0%,0,0分钟
20211031191510,开,开,关,30°C,0%,0,27分钟
20211031191606,开,开,关,31°C,0%,0,26分钟
20211031191616,开,开,关,31°C,0%,0,25分钟
20211031191649,开,开,关,32°C,0%,0,25分钟
20211031191711,开,开,关,32°C,0%,0,24分钟
20211031191717,开,开,关,33°C,0%,0,24分钟
20211031191747,开,开,关,33°C,0%,0,23分钟
20211031191829,开,开,关,34°C,0%,0,22分钟
20211031191906,开,开,关,34°C,0%,0,21分钟
20211031191922,开,开,关,35°C,0%,0,21分钟
20211031192016,开,开,关,35°C,0%,0,20分钟
20211031192105,开,开,关,36°C,0%,0,19分钟
20211031192107,开,开,关,36°C,0%,0,18分钟
20211031192133,开,开,关,37°C,0%,0,18分钟
20211031192226,开,开,关,37°C,0%,0,17分钟
20211031192228,开,开,关,38°C,0%,0,17分钟
20211031192320,开,开,关,38°C,0%,0,16分钟
20211031192357,开,开,关,39°C,0%,0,15分钟
20211031192421,开,开,关,39°C,0%,0,14分钟
20211031192435,开,开,关,40°C,0%,0,14分钟
20211031192509,开,开,关,40°C,0%,0,13分钟
20211031192556,开,开,关,41°C,0%,0,12分钟
20211031192628,开,开,关,41°C,0%,0,11分钟
20211031192650,开,开,关,42°C,0%,0,11分钟
20211031192741,开,开,关,42°C,0%,0,10分钟
20211031192835,开,开,关,43°C,0%,0,9分钟
20211031192841,开,开,关,44°C,25%,0,8分钟
20211031192848,开,开,关,43°C,25%,0,9分钟
20211031192920,开,开,关,44°C,25%,0,8分钟
20211031192936,开,开,关,44°C,25%,0,7分钟
20211031192942,开,开,关,45°C,25%,0,7分钟
20211031193043,开,开,关,45°C,25%,0,6分钟
20211031193055,开,开,关,45°C,25%,0,5分钟
20211031193138,开,开,关,46°C,25%,0,5分钟
20211031193155,开,开,关,46°C,25%,0,4分钟
20211031193212,开,开,关,47°C,25%,0,4分钟
20211031193300,开,开,关,47°C,25%,0,3分钟
20211031193312,关,关,关,47°C,50%,0,0分钟
20211031193507,关,关,关,48°C,50%,0,0分钟
20211031194033,关,关,关,49°C,50%,0,0分钟
20211031194035,关,关,关,49°C,50%,38,0分钟
20211031194045,关,关,关,49°C,50%,60,0分钟
20211031194047,关,关,关,49°C,50%,62,0分钟
20211031194051,关,关,关,49°C,50%,60,0分钟
20211031194131,关,关,关,49°C,50%,0,0分钟
20211031194133,关,关,关,49°C,50%,47,0分钟
20211031194135,关,关,关,49°C,50%,48,0分钟
20211031194137,关,关,关,49°C,50%,50,0分钟
20211031194139,关,关,关,49°C,50%,48,0分钟
20211031194141,关,关,关,49°C,50%,47,0分钟
20211031194145,关,关,关,49°C,50%,48,0分钟
20211031194153,关,关,关,49°C,50%,50,0分钟
20211031194155,关,关,关,49°C,50%,41,0分钟
20211031194157,关,关,关,49°C,50%,31,0分钟
20211031194159,关,关,关,49°C,50%,22,0分钟
20211031194201,关,关,关,49°C,50%,23,0分钟
20211031194205,关,关,关,49°C,50%,30,0分钟
20211031194207,关,关,关,49°C,50%,31,0分钟
20211031194209,关,关,关,49°C,50%,30,0分钟
20211031194212,关,关,关,49°C,50%,31,0分钟
20211031194216,关,关,关,49°C,50%,30,0分钟
20211031194222,关,关,关,49°C,50%,31,0分钟
20211031194228,关,关,关,49°C,50%,30,0分钟
20211031194232,关,关,关,49°C,50%,31,0分钟
20211031194234,关,关,关,49°C,50%,30,0分钟
20211031194240,关,关,关,49°C,50%,31,0分钟
20211031194242,关,关,关,49°C,50%,28,0分钟
20211031194244,关,关,关,49°C,50%,30,0分钟
20211031194246,关,关,关,49°C,50%,27,0分钟
20211031194248,关,关,关,49°C,50%,28,0分钟
20211031194250,关,关,关,49°C,50%,30,0分钟
20211031194256,关,关,关,49°C,50%,28,0分钟
20211031194258,关,关,关,49°C,50%,30,0分钟
20211031194300,关,关,关,49°C,50%,28,0分钟
20211031194302,关,关,关,48°C,50%,30,0分钟
20211031194304,关,关,关,48°C,50%,28,0分钟
20211031194306,关,关,关,48°C,50%,30,0分钟
20211031194314,关,关,关,48°C,50%,28,0分钟
20211031194316,关,关,关,48°C,50%,30,0分钟
20211031194324,关,关,关,48°C,50%,28,0分钟
20211031194326,关,关,关,48°C,50%,30,0分钟
20211031194338,关,关,关,48°C,50%,28,0分钟
20211031194344,关,关,关,48°C,50%,30,0分钟
20211031194352,关,关,关,48°C,50%,28,0分钟
20211031194405,关,关,关,48°C,50%,31,0分钟
20211031194407,关,关,关,48°C,50%,30,0分钟
20211031194417,关,关,关,48°C,50%,31,0分钟
20211031194419,关,关,关,48°C,50%,30,0分钟
20211031194421,关,关,关,48°C,50%,31,0分钟
20211031194423,关,关,关,48°C,50%,30,0分钟
20211031194429,关,关,关,48°C,50%,31,0分钟
20211031194431,关,关,关,48°C,50%,30,0分钟
20211031194433,关,关,关,48°C,50%,31,0分钟
20211031194437,关,关,关,48°C,50%,30,0分钟
20211031194439,关,关,关,48°C,50%,31,0分钟
20211031194441,关,关,关,48°C,50%,30,0分钟
20211031194443,关,关,关,48°C,50%,31,0分钟
20211031194445,关,关,关,48°C,50%,28,0分钟
20211031194457,关,关,关,48°C,50%,26,0分钟
20211031194459,关,关,关,48°C,50%,27,0分钟
20211031194501,关,关,关,48°C,50%,26,0分钟
20211031194509,关,关,关,48°C,50%,27,0分钟
20211031194511,关,关,关,48°C,50%,26,0分钟
20211031194515,关,关,关,48°C,50%,27,0分钟
20211031194519,关,关,关,48°C,50%,26,0分钟
20211031194521,关,关,关,48°C,50%,27,0分钟
20211031194527,关,关,关,48°C,50%,26,0分钟
20211031194529,关,关,关,48°C,50%,27,0分钟
20211031194532,关,关,关,48°C,50%,26,0分钟
20211031194533,关,关,关,48°C,50%,25,0分钟
20211031194540,关,关,关,48°C,50%,23,0分钟
20211031194545,关,关,关,48°C,50%,23,0分钟
20211031194546,关,关,关,48°C,50%,25,0分钟
20211031194552,关,关,关,48°C,50%,23,0分钟
20211031194554,关,关,关,48°C,50%,25,0分钟
20211031194556,关,关,关,48°C,50%,23,0分钟
20211031194558,关,关,关,48°C,50%,25,0分钟
20211031194600,关,关,关,48°C,50%,23,0分钟
20211031194602,关,关,关,48°C,50%,25,0分钟
20211031194606,关,关,关,48°C,50%,23,0分钟
20211031194610,关,关,关,48°C,50%,25,0分钟
20211031194614,关,关,关,48°C,50%,23,0分钟
20211031194616,关,关,关,48°C,50%,25,0分钟
20211031194618,关,关,关,48°C,50%,23,0分钟
20211031194620,关,关,关,48°C,50%,25,0分钟
20211031194628,关,关,关,48°C,50%,23,0分钟
20211031194630,关,关,关,48°C,50%,25,0分钟
20211031194632,关,关,关,48°C,50%,23,0分钟
20211031194634,关,关,关,48°C,50%,25,0分钟
20211031194636,关,关,关,48°C,50%,22,0分钟
20211031194638,关,关,关,48°C,50%,23,0分钟
20211031194640,关,关,关,48°C,50%,25,0分钟
20211031194644,关,关,关,48°C,50%,23,0分钟
20211031194646,关,关,关,47°C,50%,25,0分钟
20211031194648,关,关,关,47°C,50%,23,0分钟
20211031194650,关,关,关,47°C,50%,25,0分钟
20211031194702,关,关,关,47°C,50%,23,0分钟
20211031194704,关,关,关,47°C,50%,25,0分钟
20211031194741,关,关,关,47°C,50%,23,0分钟
20211031194745,关,关,关,47°C,50%,25,0分钟
20211031194809,关,关,关,47°C,50%,23,0分钟
20211031194811,关,关,关,46°C,50%,25,0分钟
20211031194827,关,关,关,46°C,50%,23,0分钟
20211031194833,关,关,关,46°C,50%,25,0分钟
20211031194839,关,关,关,46°C,50%,23,0分钟
20211031194841,关,关,关,46°C,50%,25,0分钟
20211031194845,关,关,关,46°C,50%,23,0分钟
20211031194847,关,关,关,46°C,50%,25,0分钟
20211031194849,关,关,关,46°C,50%,23,0分钟
20211031194851,关,关,关,46°C,50%,15,0分钟
20211031194912,关,关,关,45°C,50%,0,0分钟
20211031194916,关,关,关,45°C,25%,0,0分钟
20211031195016,关,关,关,44°C,25%,0,0分钟
20211031195242,关,关,关,43°C,25%,0,0分钟
20211031195248,关,关,关,42°C,25%,0,0分钟
20211031195254,关,关,关,43°C,25%,0,0分钟
20211031200644,关,关,关,42°C,25%,0,0分钟
20211031200656,关,关,关,41°C,25%,0,0分钟
20211031200702,关,关,关,42°C,25%,0,0分钟
20211031203507,关,关,关,41°C,25%,0,0分钟
20211031203535,关,关,关,41°C,25%,0,0分钟
20211031203537,关,关,关,41°C,25%,30,0分钟
20211031203545,关,关,关,41°C,25%,22,0分钟
20211031203547,关,关,关,41°C,25%,23,0分钟
20211031203549,关,关,关,41°C,25%,22,0分钟
20211031203555,关,关,关,41°C,25%,23,0分钟
20211031203559,关,关,关,41°C,25%,22,0分钟
20211031203601,关,关,关,41°C,25%,23,0分钟
20211031203603,关,关,关,41°C,25%,22,0分钟
20211031203605,关,关,关,41°C,25%,23,0分钟
20211031203607,关,关,关,41°C,25%,22,0分钟
20211031203609,关,关,关,41°C,25%,23,0分钟
20211031203613,关,关,关,41°C,25%,22,0分钟
20211031203621,关,关,关,41°C,25%,23,0分钟
20211031203625,关,关,关,40°C,25%,23,0分钟
20211031203629,关,关,关,40°C,25%,22,0分钟
20211031203633,关,关,关,40°C,25%,23,0分钟
20211031203635,关,关,关,40°C,25%,26,0分钟
20211031203637,关,关,关,40°C,25%,25,0分钟
20211031203641,关,关,关,40°C,25%,26,0分钟
20211031203643,关,关,关,40°C,25%,25,0分钟
20211031203645,关,关,关,40°C,25%,26,0分钟
20211031203653,关,关,关,40°C,25%,25,0分钟
20211031203658,关,关,关,40°C,25%,26,0分钟
20211031203701,关,关,关,40°C,25%,25,0分钟
20211031203704,关,关,关,40°C,25%,26,0分钟
20211031203706,关,关,关,39°C,25%,26,0分钟
20211031203708,关,关,关,39°C,25%,25,0分钟
20211031203710,关,关,关,39°C,25%,26,0分钟
20211031203712,关,关,关,39°C,25%,25,0分钟
20211031203716,关,关,关,39°C,25%,26,0分钟
20211031203718,关,关,关,39°C,25%,25,0分钟
20211031203722,关,关,关,39°C,25%,26,0分钟
20211031203728,关,关,关,39°C,25%,25,0分钟
20211031203732,关,关,关,39°C,25%,26,0分钟
20211031203740,关,关,关,39°C,25%,25,0分钟
20211031203742,关,关,关,39°C,25%,26,0分钟
20211031203744,关,关,关,39°C,25%,25,0分钟
20211031203748,关,关,关,39°C,25%,26,0分钟
20211031203750,关,关,关,39°C,25%,25,0分钟
20211031203758,关,关,关,39°C,25%,26,0分钟
20211031203802,关,关,关,38°C,25%,21,0分钟
20211031203804,关,关,关,38°C,25%,26,0分钟
20211031203806,关,关,关,38°C,25%,27,0分钟
20211031203812,关,关,关,38°C,25%,26,0分钟
20211031203814,关,关,关,38°C,25%,25,0分钟
20211031203818,关,关,关,38°C,25%,26,0分钟
20211031203820,关,关,关,38°C,25%,27,0分钟
20211031203824,关,关,关,38°C,25%,26,0分钟
20211031203826,关,关,关,38°C,25%,27,0分钟
20211031203828,关,关,关,38°C,25%,26,0分钟
20211031203830,关,关,关,37°C,25%,25,0分钟
20211031203840,关,关,关,37°C,25%,26,0分钟
20211031203842,关,关,关,37°C,25%,27,0分钟
20211031203917,关,关,关,37°C,25%,26,0分钟
20211031203933,关,关,关,36°C,25%,26,0分钟
20211031203935,关,关,关,36°C,25%,25,0分钟
20211031203948,关,关,关,36°C,25%,26,0分钟
20211031203949,关,关,关,35°C,25%,25,0分钟
20211031204007,关,关,关,35°C,25%,26,0分钟
20211031204009,关,关,关,35°C,25%,25,0分钟
20211031204013,关,关,关,35°C,25%,26,0分钟
20211031204015,关,关,关,35°C,25%,25,0分钟
20211031204023,关,关,关,35°C,25%,26,0分钟
20211031204025,关,关,关,35°C,25%,25,0分钟
20211031204027,关,关,关,35°C,25%,27,0分钟
20211031204029,关,关,关,35°C,25%,25,0分钟
20211031204042,关,关,关,35°C,25%,0,0分钟
20211031204526,关,关,关,34°C,25%,0,0分钟
20211031204532,关,关,关,33°C,0%,0,0分钟
20211031213006,关,关,关,34°C,0%,0,0分钟
20211031220711,关,关,关,34°C,0%,0,0分钟
20211031220713,关,关,关,34°C,0%,41,0分钟
20211031220719,关,关,关,34°C,0%,46,0分钟
20211031220721,关,关,关,34°C,0%,48,0分钟
20211031220727,关,关,关,34°C,0%,52,0分钟
20211031220729,关,关,关,34°C,0%,46,0分钟
20211031220734,关,关,关,34°C,0%,47,0分钟
20211031220735,关,关,关,34°C,0%,50,0分钟
20211031220738,关,关,关,34°C,0%,53,0分钟
20211031220742,关,关,关,34°C,0%,52,0分钟
20211031220744,关,关,关,34°C,0%,53,0分钟
20211031220746,关,关,关,34°C,0%,52,0分钟
20211031220748,关,关,关,34°C,0%,53,0分钟
20211031220750,关,关,关,34°C,0%,52,0分钟
20211031220752,关,关,关,34°C,0%,51,0分钟
20211031220754,关,关,关,34°C,0%,53,0分钟
20211031220800,关,关,关,34°C,0%,52,0分钟
20211031220804,关,关,关,34°C,0%,53,0分钟
20211031220814,关,关,关,34°C,0%,52,0分钟
20211031220816,关,关,关,34°C,0%,53,0分钟
20211031220818,关,关,关,34°C,0%,52,0分钟
20211031220820,关,关,关,34°C,0%,53,0分钟
20211031220824,关,关,关,34°C,0%,46,0分钟
20211031220826,关,关,关,34°C,0%,47,0分钟
20211031220828,关,关,关,34°C,0%,46,0分钟
20211031220830,关,关,关,34°C,0%,55,0分钟
20211031220832,关,关,关,34°C,0%,52,0分钟
20211031220834,关,关,关,33°C,0%,52,0分钟
20211031220836,关,关,关,33°C,0%,53,0分钟
20211031220840,关,关,关,33°C,0%,52,0分钟
20211031220842,关,关,关,33°C,0%,53,0分钟
20211031220844,关,关,关,33°C,0%,51,0分钟
20211031220846,关,关,关,33°C,0%,53,0分钟
20211031220852,关,关,关,33°C,0%,52,0分钟
20211031220854,关,关,关,33°C,0%,47,0分钟
20211031220858,关,关,关,33°C,0%,48,0分钟
20211031220900,关,关,关,33°C,0%,50,0分钟
20211031220905,关,关,关,33°C,0%,53,0分钟
20211031220908,关,关,关,33°C,0%,52,0分钟
20211031220910,关,关,关,32°C,0%,51,0分钟
20211031220912,关,关,关,32°C,0%,53,0分钟
20211031220918,关,关,关,32°C,0%,52,0分钟
20211031220921,关,关,关,32°C,0%,51,0分钟
20211031220927,关,关,关,32°C,0%,52,0分钟
20211031220929,关,关,关,32°C,0%,48,0分钟
20211031220933,关,关,关,32°C,0%,0,0分钟
20211031220939,关,关,关,31°C,0%,0,0分钟
20211031221035,开,开,关,31°C,0%,0,26分钟
20211031221059,开,开,关,31°C,0%,0,25分钟
20211031221102,开,开,关,31°C,0%,26,25分钟
20211031221104,开,开,关,31°C,0%,47,25分钟
20211031221108,开,开,关,32°C,0%,50,25分钟
20211031221114,开,开,关,32°C,0%,48,25分钟
20211031221126,开,开,关,32°C,0%,50,25分钟
20211031221127,开,开,关,32°C,0%,51,25分钟
20211031221130,开,开,关,32°C,0%,50,25分钟
20211031221132,开,开,关,32°C,0%,48,25分钟
20211031221136,开,开,关,32°C,0%,50,25分钟
20211031221138,开,开,关,32°C,0%,48,24分钟
20211031221148,开,开,关,32°C,0%,50,24分钟
20211031221150,开,开,关,32°C,0%,48,24分钟
